PaleoDB_taxon_no,taxon_name,phylum,class,order,family,fad_int,fad_age,lad_int,lad_age,size_ref,range_ref,log10_volume,log10_max_length
35826,Analectis,Chordata,Actinopterygii,Lampridiformes,,Rupelian,33.9,Rupelian,28.1,58,24,3.208431428,1.698970004
35827,Ateleopus,Chordata,Actinopterygii,Lampridiformes,,Langhian,15.97,Holocene,0,100,24,6.879591919,2.977723605
35828,Bajaichthys,Chordata,Actinopterygii,Lampridiformes,,Lutetian,47.8,Bartonian,38,58,24,2.930213474,1.602059991
35832,Lampris,Chordata,Actinopterygii,Lampridiformes,,Tortonian,11.62,Holocene,0,100,24,8.406057899,3.301029996
35834,Protolophotus,Chordata,Actinopterygii,Lampridiformes,,Rupelian,33.9,Holocene,0,58,24,5.861935273,2.62324929
35835,Turkmene,Chordata,Actinopterygii,Lampridiformes,,Thanetian,59.2,Thanetian,56,58,24,4.191489162,2.041392685
35836,Velifer,Chordata,Actinopterygii,Lampridiformes,,Lutetian,47.8,Bartonian,38,100,24,5.801103134,2.602059991
35638,Asineops,Chordata,Actinopterygii,,,Thanetian,59.2,Bartonian,38,58,24,4.399774122,2.113943352
35639,Blochius,Chordata,Actinopterygii,,,Lutetian,47.8,Bartonian,38,58,24,6.306641709,2.77815125
35643,Homorhynchus,Chordata,Actinopterygii,,,Lutetian,47.8,Rupelian,28.1,58,24,6.680815577,2.908485019
35645,Palaeorhynchus,Chordata,Actinopterygii,,,Lutetian,47.8,Burdigalian,15.97,58,24,6.306641709,2.77815125
35646,Pharmacichthys,Chordata,Actinopterygii,,,Cenomanian,100.5,Cenomanian,93.3,58,24,2.930213474,1.602059991
35128,Acipenser,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Campanian,83.6,Holocene,0,100,24,8.886384293,3.785329835
35129,Huso,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Zanclean,5.333,Holocene,0,100,24,9.291083886,3.748188027
31393,Compsaster,Echinodermata,Asteroidea,Platyasterida,Compsasteridae,Emsian,407.6,Serpukhovian,323.2,53,24,4.175955658,1.540329475
31381,Hystrigaster,Echinodermata,Asteroidea,Hemizonida,Helianthasteridae,Emsian,407.6,Emsian,393.3,53,24,4.504212824,1.661244609
31385,Palaeosolaster,Echinodermata,Asteroidea,Hemizonida,Palasterinidae,Emsian,407.6,Emsian,393.3,53,24,5.868004151,2.163603822
31387,Taeniactis,Echinodermata,Asteroidea,Hemizonida,Taeniactinidae,Rhuddanian,443.4,Telychian,433.4,53,24,3.332353007,1.20808288
31391,Calliasterella,Echinodermata,Asteroidea,Platyasterida,Calliasterellidae,Moscovian,315.2,Kasimovian,303.7,53,24,6.124697824,2.258158193
31346,Schuchertia,Echinodermata,Asteroidea,Platyasterida,Urasterellidae,Sandbian,458.4,Homerian,427.4,53,24,3.417189681,1.260834312
31404,Urasterella,Echinodermata,Asteroidea,Platyasterida,Urasterellidae,Darriwilian,467.3,Moscovian,307,53,24,4.728607673,1.74390155
31344,Palasteriscus,Echinodermata,Asteroidea,Platyasterida,Palasteriscidae,Emsian,407.6,Emsian,393.3,53,24,4.898735974,1.806569143
31345,Platanaster,Echinodermata,Asteroidea,Platyasterida,Palasteriscidae,Sandbian,458.4,Sandbian,453,53,24,4.261155993,1.571713435
31352,Coccaster,Echinodermata,Asteroidea,Pustulosida,Hudsonasteridae,Sheinwoodian,433.4,Ludfordian,423,53,24,2.276510058,0.840659388
31356,Girvanaster,Echinodermata,Asteroidea,Pustulosida,Hudsonasteridae,Katian,453,Katian,445.2,53,24,1.964104445,0.725583251
31357,Hudsonaster,Echinodermata,Asteroidea,Pustulosida,Hudsonasteridae,Floian,477.7,Katian,445.2,53,24,3.871406728,1.380184619
31361,Lepidaster,Echinodermata,Asteroidea,Pustulosida,Lepidasteridae,Sheinwoodian,433.4,Homerian,427.4,53,24,3.933650722,1.451075265
31364,Monaster,Echinodermata,Asteroidea,Pustulosida,Monasteridae,Artinskian,290.1,Artinskian,279.3,53,24,4.044451765,1.491889372
31365,Neopalaeaster,Echinodermata,Asteroidea,Pustulosida,Neopalaeasteridae,Visean,346.7,Visean,330.9,53,24,3.621097182,1.335944638
31367,Palaeostella,Echinodermata,Asteroidea,Pustulosida,Xenasteridae,Emsian,407.6,Emsian,393.3,53,24,3.572983038,1.318221558
31349,Arisaigaster,Echinodermata,Asteroidea,Pustulosida,,Katian,453,Ludfordian,423,53,24,2.1345201,0.788356692
31353,Devonaster,Echinodermata,Asteroidea,Pustulosida,,Emsian,407.6,Frasnian,372.2,53,24,4.356644526,1.606887104
31368,Petraster,Echinodermata,Asteroidea,Pustulosida,,Floian,477.7,Katian,445.2,53,24,2.955907901,1.09091891
31529,Drepanaster,Echinodermata,Ophiuroidea,Oegophiurida,Protasteridae,Katian,453,Tournaisian,346.7,53,24,4.26018681,1.571356432
31532,Furcaster,Echinodermata,Ophiuroidea,Oegophiurida,Protasteridae,Katian,453,Tournaisian,346.7,53,24,4.364066249,1.609620932
31538,Mastigophiura,Echinodermata,Ophiuroidea,Oegophiurida,Protasteridae,Emsian,407.6,Emsian,393.3,53,24,5.324779873,1.963504499
31543,Taeniaster,Echinodermata,Ophiuroidea,Oegophiurida,Protasteridae,Sandbian,458.4,Emsian,393.3,53,24,4.398192141,1.622191372
31539,Miospondylus,Echinodermata,Ophiuroidea,Oegophiurida,Lapworthuridae,Emsian,407.6,Emsian,393.3,53,24,4.442248716,1.638419826
31528,Crepidosoma,Echinodermata,Ophiuroidea,Oegophiurida,Encrinasteridae,Sheinwoodian,433.4,Pragian,407.6,53,24,2.725657483,1.006105041
31530,Encrinaster,Echinodermata,Ophiuroidea,Oegophiurida,Encrinasteridae,Katian,453,Tournaisian,346.7,53,24,4.503459738,1.660967206
31553,Aganaster,Echinodermata,Ophiuroidea,Ophiurida,Aganasteridae,Visean,346.7,Visean,330.9,53,24,4.525342144,1.669027698
31575,Ophiopinna,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Callovian,166.1,Callovian,163.5,53,24,2.674108249,0.987116628
31556,Aplocoma,Echinodermata,Ophiuroidea,Ophiurida,Ophiolepididae,Hettangian,201.3,Pliensbachian,182.7,53,24,4.230403129,1.560385468
31562,Geocoma,Echinodermata,Ophiuroidea,Ophiurida,Aplocomidae,Toarcian,182.7,Cenomanian,93.3,53,24,1.482057581,0.548018928
31560,Aspiduriella,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Anisian,247.2,Anisian,242,53,24,1.809794384,0.668742384
31577,Ophiotitanos,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Cenomanian,100.5,Cenomanian,93.3,53,24,3.569117424,1.31679764
31551,Onychaster,Echinodermata,Ophiuroidea,Phrynophiurida,Onychasteridae,Famennian,372.2,Visean,330.9,53,24,4.105150254,1.514247957
31512,Bdellacoma,Echinodermata,Ophiuroidea,Stenurida,Bdellacomidae,Gorstian,427.4,Ludfordian,423,53,24,4.011792271,1.479859088
31513,Eophiura,Echinodermata,Ophiuroidea,Stenurida,Eophiuridae,Floian,477.7,Floian,470,53,24,5.150412003,1.899275241
31517,Phragmactis,Echinodermata,Ophiuroidea,Stenurida,,Katian,453,Katian,445.2,53,24,2.807143357,1.036120762
31378,Calyptactis,Echinodermata,Ophiuroidea,,,Tournaisian,358.9,Visean,330.9,53,24,4.295410428,1.584331224
31520,Rhopalocoma,Echinodermata,Somasteroidea,Eopentaroida,Rhopalocomidae,Gorstian,427.4,Ludfordian,423,53,24,3.255976717,1.201450727
31334,Archegonaster,Echinodermata,Somasteroidea,Somasteroida,Archegonasteridae,Floian,477.7,Dapingian,467.3,53,24,4.138524432,1.5265415
31340,Ampullaster,Echinodermata,Somasteroidea,Somasteroida,Chinianasteridae,Tremadocian,485.4,Tremadocian,477.7,53,24,3.495918469,1.289834447
31340,Villebrunaster,Echinodermata,Somasteroidea,Somasteroida,Chinianasteridae,Floian,477.7,Floian,470,53,24,3.495918469,1.289834447
31071,Ascocystites,Echinodermata,Eocrinoidea,Ascocystitida,,Dapingian,470,Sandbian,453,50,24,4.518638851,1.432167269
31073,Eocystites,Echinodermata,Eocrinoidea,Ascocystitida,,Age 2,529,Guzhangian,497,50,24,1.809641852,0.414555556
31076,Pareocrinus,Echinodermata,Eocrinoidea,Ascocystitida,,Paibian,497,Paibian,494,50,24,2.875979086,0.876987184
31066,Gogia,Echinodermata,Eocrinoidea,Gogiida,Eocrinidae,Age 3,521,Guzhangian,497,50,24,3.549521125,1.044882592
31063,Acanthocystites,Echinodermata,Eocrinoidea,Gogiida,,Guzhangian,500.5,Guzhangian,497,50,24,3.590396338,1.052790099
31064,Akadocrinus,Echinodermata,Eocrinoidea,Gogiida,,Guzhangian,500.5,Guzhangian,497,50,24,2.932647346,0.823311175
31061,Lepidocystis,Echinodermata,Eocrinoidea,Imbricata,,Age 3,521,Age 3,514,50,24,4.705917845,1.490473518
31086,Cryptocrinites,Echinodermata,Eocrinoidea,,Cryptocrinitidae,Floian,477.7,Dapingian,467.3,50,24,3.05592235,0.83703575
31080,Batherocystis,Echinodermata,Eocrinoidea,,,Darriwilian,467.3,Sandbian,453,50,24,3.633575279,1.107803326
31084,Cardiocystites,Echinodermata,Eocrinoidea,,,Sandbian,458.4,Sandbian,453,50,24,2.794938977,0.806970936
31085,Cigara,Echinodermata,Eocrinoidea,,,Age 5,509,Guzhangian,497,50,24,4.018952745,1.288249226
31087,Cymbionites,Echinodermata,Eocrinoidea,,,Age 5,509,Drumian,500.5,50,24,2.423288364,0.678973376
31090,Lysocystites,Echinodermata,Eocrinoidea,,,Sheinwoodian,433.4,Homerian,427.4,50,24,4.362590679,1.286548925
31093,Peridionites,Echinodermata,Eocrinoidea,,,Age 5,509,Drumian,500.5,50,24,1.223992414,0.252610341
32791,Cidaris,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Holocene,0.0117,Holocene,0,53,24,4.729873574,1.7838538
32817,Paracidaris,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Ladinian,242,Tithonian,145,53,24,3.914350286,1.486835132
32823,Plegiocidaris,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Hettangian,201.3,Hauterivian,129.4,53,24,4.156207987,1.574921216
32832,Sardocidaris,Echinodermata,Echinoidea,Cidaroida,Psychocidaridae,Cenomanian,100.5,Burdigalian,15.97,53,24,4.294284452,1.625209525
32842,Tylocidaris,Echinodermata,Echinoidea,Cidaroida,Psychocidaridae,Albian,113,Holocene,0,53,24,4.077536038,1.546268401
32795,Diplocidaris,Echinodermata,Echinoidea,Cidaroida,Diplocidaridae,Pliensbachian,190.8,Hauterivian,129.4,53,24,5.192264712,1.952259537
32833,Serpianotiaris,Echinodermata,Echinoidea,Cidaroida,Serpianotiaridae,Anisian,247.2,Ladinian,235,53,24,2.989260282,1.149911583
32809,Mesodiadema,Echinodermata,Echinoidea,Cidaroida,,Ladinian,242,Toarcian,174.1,53,24,3.007017054,1.199833506
32858,Eosalenia,Echinodermata,Echinoidea,Aspidodiatematoida,Aspidodiadematidae,Pliensbachian,190.8,Oxfordian,157.3,53,24,1.74401197,0.783504717
32867,Tiaridia,Echinodermata,Echinoidea,Aspidodiatematoida,Aspidodiadematidae,Cenomanian,100.5,Cenomanian,93.3,53,24,3.271906313,1.252853031
204416,Echinothrix,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Holocene,0.0117,Holocene,0,53,53,4.931623815,1.857332496
32864,Palaeodiadema,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Cenomanian,100.5,Maastrichtian,66,53,24,4.057969528,1.539142156
32865,Pedinothuria,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Kimmeridgian,157.3,Kimmeridgian,152.1,53,24,2.787971126,1.146766235
32914,Dumblea,Echinodermata,Echinoidea,Pedinoida,Pedinidae,Albian,113,Albian,100.5,53,53,4.10176969,1.555094449
32870,Echinopedina,Echinodermata,Echinoidea,Pedinoida,Pedinidae,Ypresian,56,Priabonian,33.9,53,24,3.984652925,1.512439792
32871,Hemipedina,Echinodermata,Echinoidea,Pedinoida,Pedinidae,Carnian,235,Cenomanian,93.3,53,24,1.27500021,1.21779968
32874,Loriolipedina,Echinodermata,Echinoidea,Pedinoida,Pedinidae,Ypresian,56,Priabonian,33.9,53,24,4.97757294,1.874067454
32878,Pedina,Echinodermata,Echinoidea,Pedinoida,Pedinidae,Sinemurian,199.3,Burdigalian,15.97,53,24,3.788632387,2.026941628
32879,Phalacropedina,Echinodermata,Echinoidea,Pedinoida,Pedinidae,Oxfordian,163.5,Kimmeridgian,152.1,53,24,3.002299693,1.154660618
32880,Phymopedina,Echinodermata,Echinoidea,Pedinoida,Pedinidae,Bathonian,168.3,Tithonian,145,53,24,5.165479255,1.942504106
32882,Pseudopedina,Echinodermata,Echinoidea,Pedinoida,Pedinidae,Pliensbachian,190.8,Oxfordian,157.3,53,24,4.335609963,1.640260534
33509,Heterocidaris,Echinodermata,Echinoidea,,Heterocidaridae,Pliensbachian,190.8,Oxfordian,157.3,53,24,5.715162702,2.142702246
33506,Desorella,Echinodermata,Echinoidea,,,Oxfordian,163.5,Oxfordian,157.3,53,24,4.715138411,1.489958479
33508,Galeroclypeus,Echinodermata,Echinoidea,,,Bathonian,168.3,Bathonian,166.1,53,24,3.826215793,1.454736001
33510,Infraclypeus,Echinodermata,Echinoidea,,,Tithonian,152.1,Tithonian,145,53,24,4.747762942,1.491548447
33512,Loriolella,Echinodermata,Echinoidea,,,Pliensbachian,190.8,Pliensbachian,182.7,53,24,4.853219223,1.534280005
33513,Menopygus,Echinodermata,Echinoidea,,,Bajocian,170.3,Oxfordian,157.3,53,24,3.516635362,1.058615797
259530,Conolampas,Echinodermata,Echinoidea,Cassiduloidea,Echinolampadidae,Holocene,0.0117,Holocene,0,53,53,5.004648216,1.883928439
259531,Neolampas,Echinodermata,Echinoidea,Cassiduloidea,Neolampadidae,Holocene,0.0117,Holocene,0,53,53,2.451385564,0.742725131
32741,Archaeocidaris,Echinodermata,Echinoidea,Echinocystitoida,Archaeocidaridae,Frasnian,382.7,Moscovian,307,53,24,5.581363412,2.09397171
32774,Polytaxicidaris,Echinodermata,Echinoidea,Echinocystitoida,Archaeocidaridae,Tournaisian,358.9,Tournaisian,346.7,53,24,3.955016481,1.501646015
33063,Spaniocyphus,Echinodermata,Echinoidea,Echinoida,,Valanginian,139.8,Maastrichtian,66,53,24,0.892344027,0.386201605
33068,Trochoechinus,Echinodermata,Echinoidea,Echinoida,,Cenomanian,100.5,Burdigalian,15.97,53,24,3.885368617,1.445759836
32909,Allomma,Echinodermata,Echinoidea,Hemicidaroidea,,Cenomanian,100.5,Cenomanian,93.3,53,24,3.571867594,1.386704711
32912,Colpotiara,Echinodermata,Echinoidea,Hemicidaroidea,,Oxfordian,163.5,Oxfordian,157.3,53,24,3.190807088,1.223316187
32876,Micropedina,Echinodermata,Echinoidea,Hemicidaroidea,,Cenomanian,100.5,Maastrichtian,66,53,24,3.798536651,1.392257161
32931,Trochodiadema,Echinodermata,Echinoidea,Hemicidaroidea,,Turonian,93.3,Turonian,89.8,53,24,2.910056249,1.166862576
32760,Lovenechinus,Echinodermata,Echinoidea,Palaechinoidea,Palaechinidae,Tournaisian,358.9,Tournaisian,346.7,53,24,5.268940226,1.980185237
32763,Melonechinus,Echinodermata,Echinoidea,Palaechinoidea,Palaechinidae,Visean,346.7,Visean,330.9,53,24,4.664295502,1.759969858
32998,Ambipleurus,Echinodermata,Echinoidea,Temnopleuroida,,Ypresian,56,Priabonian,33.9,53,24,3.642659671,1.379654097
33001,Arbacina,Echinodermata,Echinoidea,Temnopleuroida,,Chattian,28.1,Zanclean,3.6,53,24,3.457265882,1.336126046
33010,Gagaria,Echinodermata,Echinoidea,Temnopleuroida,,Thanetian,59.2,Chattian,23.03,53,24,3.44936911,1.345373731
30830,Brachyschisma,Echinodermata,Blastoidea,Fissiculata,Brachyschismatidae,Emsian,407.6,Givetian,382.7,50,24,3.030467511,0.806179974
30833,Codaster,Echinodermata,Blastoidea,Fissiculata,Codasteridae,Visean,346.7,Visean,330.9,50,24,3.103647997,0.839148708
30839,Heteroschisma,Echinodermata,Blastoidea,Fissiculata,Codasteridae,Eifelian,393.3,Givetian,382.7,50,24,2.759803399,0.780111485
30840,Indoblastus,Echinodermata,Blastoidea,Fissiculata,Codasteridae,Capitanian,265.1,Capitanian,259.9,50,24,3.152064931,0.855216195
30848,Nannoblastus,Echinodermata,Blastoidea,Fissiculata,Codasteridae,Sakmarian,295.5,Capitanian,259.9,50,24,2.263144458,0.595531777
30849,Neoschisma,Echinodermata,Blastoidea,Fissiculata,Neoschismatidae,Asselian,298.9,Capitanian,259.9,50,24,3.392094167,0.956793974
30850,Notoblastus,Echinodermata,Blastoidea,Fissiculata,Neoschismatidae,Asselian,298.9,Capitanian,259.9,50,24,2.713877204,1.126481081
30835,Decaschisma,Echinodermata,Blastoidea,Fissiculata,Phaenoschismatidae,Sheinwoodian,433.4,Homerian,427.4,50,24,3.313786721,0.943098623
30836,Dipteroblastus,Echinodermata,Blastoidea,Fissiculata,Phaenoschismatidae,Capitanian,265.1,Capitanian,259.9,50,24,3.170184475,0.949820356
30838,Hadroblastus,Echinodermata,Blastoidea,Fissiculata,Phaenoschismatidae,Tournaisian,358.9,Visean,330.9,50,24,2.795933797,0.808686008
30898,Hyperoblastus,Echinodermata,Blastoidea,Fissiculata,Phaenoschismatidae,Emsian,407.6,Frasnian,372.2,50,24,3.159462908,0.898573886
30847,Microblastus,Echinodermata,Blastoidea,Fissiculata,Phaenoschismatidae,Capitanian,265.1,Capitanian,259.9,50,24,1.344730145,0.243451466
30851,Nymphaeoblastus,Echinodermata,Blastoidea,Fissiculata,Phaenoschismatidae,Tournaisian,358.9,Visean,330.9,50,24,4.512931903,1.313603612
30858,Phaenoschisma,Echinodermata,Blastoidea,Fissiculata,Phaenoschismatidae,Tournaisian,358.9,Serpukhovian,323.2,50,24,2.680260253,0.773354195
30859,Pleuroschisma,Echinodermata,Blastoidea,Fissiculata,Phaenoschismatidae,Emsian,407.6,Givetian,382.7,50,24,2.545010928,0.701234267
30863,Sphaeroschisma,Echinodermata,Blastoidea,Fissiculata,Phaenoschismatidae,Asselian,298.9,Sakmarian,290.1,50,24,2.714090413,0.729854456
30864,Thaumatoblastus,Echinodermata,Blastoidea,Fissiculata,Phaenoschismatidae,Asselian,298.9,Capitanian,259.9,50,24,5.316602218,1.630936119
30865,Timoroblastus,Echinodermata,Blastoidea,Fissiculata,Phaenoschismatidae,Artinskian,290.1,Capitanian,259.9,50,24,3.374719942,1.000127715
30823,Angioblastus,Echinodermata,Blastoidea,Fissiculata,,Bashkirian,323.2,Capitanian,259.9,50,24,2.458951334,0.651399173
30825,Anthoblastus,Echinodermata,Blastoidea,Fissiculata,,Sakmarian,295.5,Capitanian,259.9,50,24,3.019458936,0.831214442
30828,Astrocrinus,Echinodermata,Blastoidea,Fissiculata,,Visean,346.7,Visean,330.9,50,24,1.209774977,0.272798757
30832,Ceratoblastus,Echinodermata,Blastoidea,Fissiculata,,Capitanian,265.1,Capitanian,259.9,50,24,2.49522273,0.841498511
30834,Cryptoschisma,Echinodermata,Blastoidea,Fissiculata,,Emsian,407.6,Emsian,393.3,50,24,2.518838487,0.719686344
30852,Orophocrinus,Echinodermata,Blastoidea,Fissiculata,,Famennian,372.2,Visean,330.9,50,24,3.380951716,0.92804819
30854,Paracodaster,Echinodermata,Blastoidea,Fissiculata,,Artinskian,290.1,Artinskian,279.3,50,24,3.53937305,0.998383903
30855,Pentablastus,Echinodermata,Blastoidea,Fissiculata,,Serpukhovian,330.9,Serpukhovian,323.2,50,24,4.001437128,1.178244685
30856,Pentremitidea,Echinodermata,Blastoidea,Fissiculata,,Emsian,407.6,Emsian,393.3,50,24,2.796415225,0.777323234
30857,Phaenoblastus,Echinodermata,Blastoidea,Fissiculata,,Tournaisian,358.9,Tournaisian,346.7,50,24,2.791368562,0.778513012
30860,Polydeltoideus,Echinodermata,Blastoidea,Fissiculata,,Gorstian,427.4,Pridolian,419.2,50,24,3.405823139,1.028164419
30861,Pterotoblastus,Echinodermata,Blastoidea,Fissiculata,,Artinskian,290.1,Capitanian,259.9,50,24,2.645641621,0.699490845
30862,Sagittoblastus,Echinodermata,Blastoidea,Fissiculata,,Artinskian,290.1,Artinskian,279.3,50,24,2.567447392,0.648499409
30902,Mesoblastus,Echinodermata,Blastoidea,Granatocrinida,Granatocrinidae,Tournaisian,358.9,Visean,330.9,50,24,2.620949517,0.677549925
30916,Petaloblastus,Echinodermata,Blastoidea,Pentremitida,Hyperoblastidae,Famennian,372.2,Famennian,358.9,50,24,2.577996001,0.723427362
30913,Pentremites,Echinodermata,Blastoidea,Spiraculata,Pentremitidae,Tournaisian,358.9,Serpukhovian,323.2,50,24,4.523065593,1.312706146
30921,Rhopaloblastus,Echinodermata,Blastoidea,Spiraculata,Pentremitidae,Sakmarian,295.5,Capitanian,259.9,50,24,3.288451544,0.972149412
30883,Deltoblastus,Echinodermata,Blastoidea,Spiraculata,Schizoblastidae,Capitanian,265.1,Capitanian,259.9,50,24,4.027447711,1.159636593
30869,Acentrotremites,Echinodermata,Blastoidea,Spiraculata,,Visean,346.7,Visean,330.9,50,24,3.35553111,0.970479708
30870,Ambolostoma,Echinodermata,Blastoidea,Spiraculata,,Visean,346.7,Visean,330.9,50,24,4.925633242,1.522933029
30872,Auloblastus,Echinodermata,Blastoidea,Spiraculata,,Tournaisian,358.9,Tournaisian,346.7,50,24,3.747762606,1.043664501
30873,Belocrinus,Echinodermata,Blastoidea,Spiraculata,,Pragian,410.8,Pragian,407.6,50,24,4.186388453,1.328175661
30874,Calycoblastus,Echinodermata,Blastoidea,Spiraculata,,Asselian,298.9,Artinskian,279.3,50,24,4.296052051,1.284994387
30875,Carpenteroblastus,Echinodermata,Blastoidea,Spiraculata,,Tournaisian,358.9,Visean,330.9,50,24,2.854375341,0.752509401
30877,Cordyloblastus,Echinodermata,Blastoidea,Spiraculata,,Emsian,407.6,Eifelian,387.7,50,24,3.610833389,1.010474557
30879,Cribroblastus,Echinodermata,Blastoidea,Spiraculata,,Visean,346.7,Visean,330.9,50,24,2.656572599,0.682988904
30880,Cryptoblastus,Echinodermata,Blastoidea,Spiraculata,,Tournaisian,358.9,Tournaisian,346.7,50,24,2.970190428,0.800928465
30884,Dentiblastus,Echinodermata,Blastoidea,Spiraculata,,Tournaisian,358.9,Tournaisian,346.7,50,24,1.807808913,0.486194257
30885,Devonoblastus,Echinodermata,Blastoidea,Spiraculata,,Givetian,387.7,Givetian,382.7,50,24,3.210189818,0.913202313
30886,Diploblastus,Echinodermata,Blastoidea,Spiraculata,,Visean,346.7,Serpukhovian,323.2,50,24,1.472376092,0.295347148
30887,Doryblastus,Echinodermata,Blastoidea,Spiraculata,,Famennian,372.2,Famennian,358.9,50,24,2.475399778,0.634821207
30888,Elaeacrinus,Echinodermata,Blastoidea,Spiraculata,,Emsian,407.6,Emsian,393.3,50,24,4.326892425,1.268226838
30889,Eleutherocrinus,Echinodermata,Blastoidea,Spiraculata,,Eifelian,393.3,Givetian,382.7,50,24,3.158625221,0.903183575
30890,Ellipticoblastus,Echinodermata,Blastoidea,Spiraculata,,Visean,346.7,Visean,330.9,50,24,2.250598807,0.548584146
30892,Globoblastus,Echinodermata,Blastoidea,Spiraculata,,Tournaisian,358.9,Tournaisian,346.7,50,24,3.02998565,0.818445845
30894,Granatocrinus,Echinodermata,Blastoidea,Spiraculata,,Visean,346.7,Visean,330.9,50,24,4.028667901,1.147521744
30895,Heteroblastus,Echinodermata,Blastoidea,Spiraculata,,Visean,346.7,Visean,330.9,50,24,2.497657518,0.685388127
30900,Lophoblastus,Echinodermata,Blastoidea,Spiraculata,,Tournaisian,358.9,Tournaisian,346.7,50,24,4.24450452,1.262085829
30903,Metablastus,Echinodermata,Blastoidea,Spiraculata,,Tournaisian,358.9,Visean,330.9,50,24,4.264934536,1.36361198
30904,Monadoblastus,Echinodermata,Blastoidea,Spiraculata,,Tournaisian,358.9,Tournaisian,346.7,50,24,1.618944016,0.348548233
30908,Nodoblastus,Echinodermata,Blastoidea,Spiraculata,,Serpukhovian,330.9,Serpukhovian,323.2,50,24,2.353190262,0.667744719
30909,Nucleocrinus,Echinodermata,Blastoidea,Spiraculata,,Eifelian,393.3,Givetian,382.7,50,24,2.614427422,0.710182482
30910,Orbiblastus,Echinodermata,Blastoidea,Spiraculata,,Tournaisian,358.9,Tournaisian,346.7,50,24,4.029737523,1.155102357
30911,Orbitremites,Echinodermata,Blastoidea,Spiraculata,,Visean,346.7,Capitanian,259.9,50,24,2.11559487,0.510449256
30912,Pentephyllum,Echinodermata,Blastoidea,Spiraculata,,Visean,346.7,Visean,330.9,50,24,4.221785608,1.248846673
30914,Pentremoblastus,Echinodermata,Blastoidea,Spiraculata,,Tournaisian,358.9,Tournaisian,346.7,50,24,1.921688556,0.500000418
30917,Placoblastus,Echinodermata,Blastoidea,Spiraculata,,Givetian,387.7,Givetian,382.7,50,24,4.559053331,1.409395107
30918,Poroblastus,Echinodermata,Blastoidea,Spiraculata,,Tournaisian,358.9,Visean,330.9,50,24,2.085004746,0.524233799
30919,Ptychoblastus,Echinodermata,Blastoidea,Spiraculata,,Visean,346.7,Visean,330.9,50,24,1.993563634,0.482849369
30920,Pyramiblastus,Echinodermata,Blastoidea,Spiraculata,,Tournaisian,358.9,Tournaisian,346.7,50,24,3.208475674,0.954162077
30922,Schizoblastus,Echinodermata,Blastoidea,Spiraculata,,Tournaisian,358.9,Tournaisian,346.7,50,24,3.151511119,0.898750106
30923,Schizotremites,Echinodermata,Blastoidea,Spiraculata,,Givetian,387.7,Givetian,382.7,50,24,3.011262438,0.88748044
30925,Strongyloblastus,Echinodermata,Blastoidea,Spiraculata,,Tournaisian,358.9,Tournaisian,346.7,50,24,3.96402769,1.120320772
30927,Tricoelocrinus,Echinodermata,Blastoidea,Spiraculata,,Visean,346.7,Visean,330.9,50,24,4.577720919,1.351736859
30928,Troosticrinus,Echinodermata,Blastoidea,Spiraculata,,Sheinwoodian,433.4,Homerian,427.4,50,24,3.332233323,1.053161986
32043,Ampelocrinus,Echinodermata,Crinoidea,Ampelocrinida,Ampelocrinidae,Visean,346.7,Serpukhovian,323.2,51,24,2.451011688,1.014240439
32103,Chlidonocrinus,Echinodermata,Crinoidea,Ampelocrinida,Ampelocrinidae,Serpukhovian,330.9,Kasimovian,303.7,51,24,3.646574763,1.321184027
31770,Globocrinus,Echinodermata,Crinoidea,Ampelocrinida,Ampelocrinidae,Visean,346.7,Visean,330.9,51,24,3.396755603,1.277150614
32188,Halogetocrinus,Echinodermata,Crinoidea,Ampelocrinida,Ampelocrinidae,Moscovian,315.2,Asselian,295.5,51,24,2.963758653,1.082641778
32394,Spheniscocrinus,Echinodermata,Crinoidea,Ampelocrinida,Ampelocrinidae,Artinskian,290.1,Capitanian,259.9,51,24,4.182660704,1.504082319
32092,Calceolispongia,Echinodermata,Crinoidea,Ampelocrinida,Calceolispongiidae,Sakmarian,295.5,Roadian,268.8,51,24,4.657263101,1.754577656
32212,Jimbacrinus,Echinodermata,Crinoidea,Ampelocrinida,Calceolispongiidae,Artinskian,290.1,Artinskian,279.3,51,24,4.012672946,1.5132176
32430,Tribrachyocrinus,Echinodermata,Crinoidea,Ampelocrinida,Tribrachyocrinidae,Artinskian,290.1,Capitanian,259.9,51,24,4.319290513,1.587823171
32661,Paracomatula,Echinodermata,Crinoidea,Isocrinida,Paracomatulidae,Norian,228,Bajocian,168.3,52,52,2.775457642,1.091855304
32611,Holocrinus,Echinodermata,Crinoidea,Isocrinida,Holocrinidae,Induan,252.2,Carnian,228,51,52,2.79814335,1.028977705
